news_id,publish_time,platform,check_time,label,url,title,content,pic_url,hashtag,DeepSeek-V3,Moonshot-v1,doubao-1.5-pro-32k,Claude 3.7 Sonnet,ChatGPT-4o-latest,Unnamed: 15,AIGen,AIGen_title,AIGen_content,AIGen_Processed,gen_qualitygen_quality_finally
news_plf11s00013,2021/11/1,百家号,2018/2/1,事实,"https://ent.sina.com.cn/m/f/2019-02-27/doc-ihrfqzka9777489.shtml
",消息人士称，本·阿弗莱克和林赛·舒库斯在缅因州度假时“享受夏天”,2019年2月27日?·?现在消息人士称本·阿弗莱克和 林赛·舒库斯 两人，“他们重归于好了。 本月早些时候，有消息称舒库斯已经联系了阿弗莱克。,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00014,2019/3/1,百家号,2021/5/1,事实,"https://www.bilibili.com/read/cv17402681
",Becca Tilley是Wango探戈两对单身情侣中的第五轮：“这很有趣”,2022年7月4日?·?Becca Tilley是美版《单身汉》第19季的第二名，她最近正式跟女友出柜。她的女友是女歌手hayley Kiyoko （海莉清子/喜代子）。Becca Tilley最近做了一系列采 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00015,2021/8/1,新浪,2016/6/1,事实,"https://www.sohu.com/a/147731582_612239
",Alexa Chung说你必须拥有她最新系列中的这一件,2017年6月10日?·?这位It girl的魅力无限大，每个人都希望拥有她的搭配天分和时尚资源，在这个时尚弄潮儿快速更迭的时尚圈，Alexa Chung却成为了一个独一无二的时尚标签。 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00016,2020/12/1,新浪,2018/11/1,事实,"https://baike.baidu.com/item/%E8%95%BE%E5%93%88%E5%A8%9C/5226798
",蕾哈娜30岁生日与托尼·布拉克斯顿和帕丽斯·希尔顿合影,1988年2月20日，蕾哈娜出生于加勒比海地区巴巴多斯岛的圣迈克尔区。15岁时，她通过朋友和美国音乐制作人伊万·罗杰斯结识，在罗杰斯面前，她表演了歌手玛丽亚·凯莉的《Hero》，之… 展开,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00017,2023/12/1,腾讯,2016/1/1,事实,"https://baike.baidu.com/item/%E8%89%BE%E5%BE%B7%C2%B7%E5%B8%8C%E5%85%B0/8550330
",艾德·希兰说他在自行车事故中摔断了胳膊,6月，艾德·希兰在美国正式发行了他首张大碟《+》的豪华版，并立刻登上了美国专辑榜冠军宝座 [11] 。 在2012年全英音乐奖中艾德·希兰获“英国最佳男艺人”“英国最具突破艺人”“英 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00018,2022/10/1,网易,2023/8/1,事实,"https://book.douban.com/subject/1728816/
",《迷失的男孩》的童年地狱,2013年5月6日?·?本书是大卫·佩尔泽的自传体三部曲中的第一部和第二部，分别讲述了作者4岁到12岁和12岁到18岁的亲身经历。. 在那段日子里，他遭到母亲精神和肉体上的残酷虐 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00019,2020/8/1,新浪,2021/1/1,事实,"https://www.nbd.com.cn/articles/2017-09-02/1144500.html#:~:text=%E3%80%90%E5%B7%B4%E9%BB%8E%E8%BF%AA%E5%A3%AB%E5%B0%BC%E6%8B%92%E7%BB%9D%E7%94%B7%E5%AD%A9%E5%8F%82%E5%8A%A0%E2%80%9C%E4%BD%93%E9%AA%8C%E5%85%AC%E4%B8%BB%E2%80%9D%E6%B4%BB%E5%8A%A8%E9%81%AD%E6%89%B9,%E5%9B%AD%E6%96%B9%E9%81%93%E6%AD%89%E3%80%91%E6%8D%AE%E6%AC%A7%E6%B4%B2%E6%97%B6%E6%8A%A5%E6%8A%A5%E9%81%93%EF%BC%8C%E8%8B%B1%E5%9B%BD%E4%B8%80%E5%90%8D%E6%AF%8D%E4%BA%B2%E4%B8%8A%E5%91%A8%E4%BA%8C%EF%BC%8829%E6%97%A5%EF%BC%89%E5%9C%A8%E5%8D%9A%E5%AE%A2%E6%8A%95%E8%AF%89%E7%A7%B0%EF%BC%8C%E5%B7%B4%E9%BB%8E%E8%BF%AA%E5%A3%AB%E5%B0%BC%E4%B9%90%E5%9B%AD%E6%8B%92%E7%BB%9D%E8%87%AA%E5%B7%B13%E5%B2%81%E7%9A%84%E5%84%BF%E5%AD%90%E5%8F%82%E5%8A%A0%E5%9B%AD%E5%86%85%E2%80%9C%E4%BD%93%E9%AA%8C%E4%B8%80%E5%A4%A9%E5%85%AC%E4%B8%BB%E7%94%9F%E6%B4%BB%E2%80%9D%E7%9A%84%E6%B4%BB%E5%8A%A8%E3%80%82
",巴黎迪士尼乐园为禁止小男孩参加“公主一天”体验道歉,2017年9月12日?·?恰好园区有迪士尼公主一日体验，Hayley觉得儿子一定会超爱这个活动的，就去给他报名了。 但是，她的一腔热血却被迪士尼泼灭了。 迪士尼拒绝了她的报名请 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00020,2019/2/1,凤凰,2022/12/1,事实,"https://zhuanlan.zhihu.com/p/114000678
",凯蒂·佩里，她的“亲爱的”奥兰多·布鲁姆会见教皇方济各,2020年3月17日?·?佩里Perry与罗素·布兰德Russell Brand的婚姻维持了14个月，而布卢姆Bloom在结婚三年后与米兰达·可儿Miranda Kerr分手（他们有一个9岁的儿子弗林Flynn） …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00021,2015/3/1,搜狐,2019/7/1,事实,"https://news.mydrivers.com/1/820/820061.htm
",Amber Tamblyn说，在纽约，一辆汽车试图“撞”她和她的孩子后，她“非常震惊”。,2022年3月14日?·?编者按：. 2018 年 3 月，Uber 自动驾驶汽车在亚利桑那州撞死一位横穿马路的行人，这是全球第一起自动驾驶汽车「杀人」案件。. 2022 年 3 月，美国 ...,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00022,2017/10/1,凤凰,2022/1/1,事实,"https://movie.douban.com/awards/gotham/27/
",2017年哥谭奖：完整获奖名单,2017年10月19日?·?哥谭贡献奖 杰森·布伦 Jason Blum 索菲亚·科波拉 Sofia Coppola 阿尔·戈尔 Al Gore 达斯汀·霍夫曼 Dustin Hoffman 妮可·基德曼 Nicole Kidman 爱德华·拉奇曼 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00023,2017/10/1,界面,2020/12/1,事实,"http://media.people.com.cn/n1/2019/0228/c425727-30907654.html
",2018电视独家新闻奖：投票选出你最喜欢的突破明星,2019年2月28日?·?2018年11月2日，第28届中国新闻奖评选揭晓，来自全国报社、通讯社、电台、电视台和新闻网站的348件作品获中国新闻奖，其中特别奖5件，一等奖62件 ...,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00024,2021/1/1,搜狐,2019/4/1,事实,"https://www.163.com/dy/article/GC7D6I890518802T.html
",约翰·克拉辛斯基开玩笑说他跟踪了艾米丽·布朗特，并重申了魔鬼穿普拉达的爱,2021年6月11日?·?听到艾米莉·布朗特跟约翰·卡拉辛斯基在一起，很多人都会先入为主地认为是男方高攀女方，因为艾米莉·布朗特在好莱坞的发展越来越好，拍下了非常多套佳作， …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00025,2021/11/1,新浪,2021/6/1,事实,"https://people.cctv.com/
",名人最新网,新闻直播间 共同关注 午夜新闻 新闻30分 朝闻天下 24小时 新闻调查 新闻1+1 世界周刊 东方时空 新闻周刊 军情时间到 高端访谈,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00026,2022/12/1,腾讯,2021/11/1,事实,"https://baike.baidu.com/item/%E5%A4%B1%E6%8E%A7%E7%8E%A9%E5%AE%B6/53946568
",肖恩·佩恩没有打人，而是得到了奖励！,JoelReidy、汤姆·威廉姆斯、RyanBaker、JaredDetsikas、CraigHenighan、RyanCole、SamuelR.Green、CoreyKrueger … 展开,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00027,2023/1/1,新浪,2015/3/1,事实,"https://www.sohu.com/a/619997591_121396429
",科勒·卡戴珊回击粉丝指责她在Insta上偷拍照片,2022年12月22日?·?据国外媒体112月15日报道，科勒·卡戴珊2022年112月份在社交媒体账号上发布了自己的一张自拍照，引发了巨大的网络争议。吸引了大量网友进行讨论的原因在于 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00028,2022/8/1,凤凰,2021/12/1,事实,"https://people.com/movies/who-is-danny-fujikawa-kate-hudson/
",关于Kate Hudson的男朋友Danny Fujikawa你需要知道的一切,"Fujikawa was the singer and guitarist for Los Angeles-based band Chief. The band released the EP ""The Castle Is Gone"" in 2009 and their debut full-length album, ""Modern Rituals,"" in 2010 before they parted ways in June 2011. In 2013, he founded Lightwave Records with The Delta Mirror … 展开",,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00029,2018/6/1,百家号,2021/11/1,事实,"https://baijiahao.baidu.com/s?id=1610034910904131683
",戈德堡演员杰克逊·奥德尔因意外服药过量去世,2018年8月28日?·?演员杰克逊奥德尔去世的原因已经揭晓：戈德伯格的明星遭遇了意外的药物过量。 这位20岁的球员在2013年至2015年期间在ABC喜剧系列中扮演Ari Caldwell，他 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00030,2021/8/1,新浪,2018/6/1,事实,"https://baike.baidu.com/item/%E7%8F%8D%E5%A6%AE%C2%B7%E6%9D%B0%E5%85%8B%E9%80%8A/1491673
",珍妮特·杰克逊精神很好，她准备以单身妈妈的身份恢复巡演,2018年，珍妮在为杂志7/8月刊撰写的文章中坦承自己曾存在精神抑郁方面的健康问题，并提到自己是如何战胜抑郁症的，她提到当自己的第一个孩子出世后，抑郁症竟然不药而愈 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00031,2016/11/1,新浪,2023/8/1,事实,"https://ent.sina.com.cn/m/f/2017-09-30/doc-ifymmiwm2285212.shtml
",金·凯瑞诉讼：前女友的遗言令人震惊,2017年9月30日?·?新浪娱乐讯北京时间9月30日消息，金·凯瑞的前女友卡萨琳娜·怀特在整整两年前自杀，对金·凯瑞造成了极大影响，这位喜剧明星戏外深陷抑郁 ...,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00032,2018/8/1,百家号,2020/2/1,事实,"https://www.sohu.com/a/478635314_120143466
",以下是林赛·罗翰的“父母陷阱”替身造型！,2021年7月20日?·?“家长陷阱”是林赛·罗韩职业生涯的开始。23周年之际，让我们一起回顾一下她从童星到女星的蜕变，以及如今的回归！ 琳赛·罗韩 (Lindsay Lohan)在《父母的陷阱 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00033,2022/11/1,网易,2022/11/1,事实,"https://baijiahao.baidu.com/s?id=1757063497867083522
",准备去看Joe Alwyn,2023年2月6日?·?就像我们文章开头提到的那样，大家都开始找一个人，甚至还要找他约架——他就是霉霉的男友Joe Alwyn！ 即使这回他甚至都没来到现场 但不用担心，这并不 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00034,2020/3/1,腾讯,2016/7/1,事实,"https://zhuanlan.zhihu.com/p/29551448
",特朗普称他对艾美奖“史上最差”的收视率感到“难过”,2017年9月21日?·?“看到昨晚艾美奖的收视率那么糟——有史以来最糟，我很难过。 ”他在开始这么写道。 It was really only a matter of time before the president chimed in on the …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00035,2018/9/1,凤凰,2015/5/1,事实,"https://news.sina.com.cn/w/2022-10-12/doc-imqmmthc0557717.shtml
",查尔斯王子向国王的过渡可能已经在进行中，以下是我们所知道的,2022年10月12日?·?此前报道：英国新王查理三世的漫长等待. 随着在位70年之久的伊丽莎白二世辞世，英国王位第一顺位继承人、现年7 3 岁的查尔斯王子自动继位成为 ...,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
news_plf11s00036,2021/11/1,凤凰,2017/11/1,事实,"https://new.qq.com/rain/a/20210819A01XW400
",科林·约斯特,寡姐斯嘉丽被曝生二胎，现任丈夫发文证实：我们非常爱他. 根据多家外媒机构的报道，“寡姐”斯嘉丽约翰逊已经生下了她的第二个孩子，同时也是她与现任丈夫科林·约斯特的第一个 …,,,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",,"Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.","Contains risky content, please request from the corresponding author.",good
